source,url,rating,year
When My Love Blooms,https://thefangirlverdict.com/2020/10/21/flash-review-when-my-love-blooms/,C+,2020
When The Camellia Blooms,http://thefangirlverdict.com/2020/02/05/flash-review-when-the-camellia-blooms/,B+,2020
When The Devil Calls Your Name,http://thefangirlverdict.com/2019/12/27/flash-review-when-the-devil-calls-your-name/,B+,2019
When The Phone Rings,https://thefangirlverdict.com/2025/01/13/review-when-the-phone-rings/,B+,2025
When The Weather Is Fine [I’ll Find You When The Weather Is Nice],http://thefangirlverdict.com/2020/06/25/review-when-the-weather-is-fine-ill-find-you-when-the-weather-is-nice/,B,2020
When We Were Young 2018,http://thefangirlverdict.com/2019/03/09/flash-review-when-we-were-young-2018-china/,B+,2019
When You Love Yourself [Web Drama],https://thefangirlverdict.com/2022/03/20/flash-review-when-you-love-yourself-web-drama/,B++,2022
When You Love Yourself 2 [Web Drama],https://thefangirlverdict.com/2022/03/21/flash-review-when-you-love-yourself-2/,B+,2022
Where Stars Land [Fox Bride Star],http://thefangirlverdict.com/2018/12/04/review-fox-bride-star-where-stars-land/,B,2018
Where The Lost Ones Go [China],http://thefangirlverdict.com/2018/03/20/flash-review-where-the-lost-ones-go-china/,C+,2018
White Christmas,http://thefangirlverdict.com/2013/08/12/review-white-christmas/,B-,2013
Who Are You – School 2015,http://thefangirlverdict.com/2015/07/09/review-who-are-you-school-2015/,B,2015
Why Her? [Why Oh Soo Jae?],https://thefangirlverdict.com/2022/07/17/dropped-why-her/,D,2022
Why Secretary Kim [What’s Wrong With Secretary Kim?],http://thefangirlverdict.com/2018/08/10/flash-review-whats-wrong-with-secretary-kim-why-secretary-kim/,B,2018
Wild Romance,http://thefangirlverdict.com/2012/12/22/review-wild-romance/,C+,2012
Will Love in Spring [China],https://thefangirlverdict.com/2024/06/16/review-will-love-in-spring-china/,B+,2024
"Winning Try, The",https://thefangirlverdict.com/2025/09/28/review-the-winning-try/,B+,2025
Wise Doctor Life [Hospital Playlist],http://thefangirlverdict.com/2020/07/16/review-hospital-playlist/,A-,2020
Wise Prison Life [Prison Playbook],http://thefangirlverdict.com/2018/05/27/review-prison-playbook-wise-prison-life/,A-,2018
"Witch, The",https://thefangirlverdict.com/2025/03/30/dropped-the-witch/,D,2025
"Witch’s Diner, The",https://thefangirlverdict.com/2021/10/15/flash-review-the-witchs-diner/,B,2021
Witch’s Romance,http://thefangirlverdict.com/2014/07/15/review-witchs-romance/,A,2014
Wok Of Love [Greasy Melo],http://thefangirlverdict.com/2018/06/16/dropped-greasy-melo-wok-of-love/,D ,2018
Wonderful Days,http://thefangirlverdict.com/2015/09/09/flash-review-wonderful-days/,C++,2015
Wonderful Nightmare [Movie],http://thefangirlverdict.com/2016/02/29/flash-review-wonderful-nightmare-movie/,B,2016
World Of The Married [A Couple’s World],http://thefangirlverdict.com/2020/07/21/review-a-couples-world-world-of-the-married/,A-,2020
"Worst Of Evil, The",https://thefangirlverdict.com/2023/12/17/review-the-worst-of-evil/,B+,2023
Would You Like A Cup Of Coffee? [Mini Series],https://thefangirlverdict.com/2022/04/04/flash-review-would-you-like-a-cup-of-coffee-mini-series/,B+,2022
Would You Marry Me?,https://thefangirlverdict.com/2025/12/07/review-would-you-marry-me/,B,2025
Yong Pal,http://thefangirlverdict.com/2015/12/18/flash-review-yong-pal/,C,2015
You And Everything Else,https://thefangirlverdict.com/2025/11/23/review-you-and-everything-else/,A+,2025
You Are Closer Than I Think [Drama Special],https://thefangirlverdict.com/2021/07/23/flash-review-you-are-closer-than-i-think-drama-special/,B+,2021
You Are My Destiny [Fated To Love You],http://thefangirlverdict.com/2014/10/20/review-fated-to-love-you/,A-,2014
You Are My Hero [China],https://thefangirlverdict.com/2022/06/20/dropped-you-are-my-hero-china/,D,2022
You Are My Lover Friend [China],https://thefangirlverdict.com/2024/11/18/flash-review-you-are-my-lover-friend-china/,B+,2024
You Are My Secret [China],https://thefangirlverdict.com/2024/09/29/flash-review-you-are-my-secret-china/,B+,2024
You Are My Spring,https://thefangirlverdict.com/2021/11/08/dropped-you-are-my-spring/,D,2021
You From Another Star [My Love From Another Star],http://thefangirlverdict.com/2014/04/26/review-you-from-another-star-my-love-from-another-star/,A+,2014
You Who Forgot Poetry [A Poem A Day],http://thefangirlverdict.com/2018/08/04/flash-review-a-poem-a-day-you-who-forgot-poetry/,B,2018
"You’re Pretty, Oh Man Bok [Drama Special]",https://thefangirlverdict.com/2021/09/24/flash-review-youre-pretty-oh-man-bok-drama-special/,B++,2021
Your Honor [2024],https://thefangirlverdict.com/2024/09/22/review-your-honor/,B+,2024
Your House Helper,http://thefangirlverdict.com/2018/11/11/flash-review-your-house-helper/,C++,2018
Your Name [Japanese Movie],http://thefangirlverdict.com/2017/02/08/flash-review-your-name-japanese-movie/,A+,2017
Youth Of May,https://thefangirlverdict.com/2021/07/03/review-youth-of-may/,A,2021
Youth Record [Record Of Youth],https://thefangirlverdict.com/2020/12/07/review-record-of-youth/,B,2020
Yumi’s Cells,https://thefangirlverdict.com/2021/12/11/review-yumis-cells/,A,2021
Yumi’s Cells 2,https://thefangirlverdict.com/2022/08/15/review-yumis-cells-2/,A-,2022
Zombie Detective,https://thefangirlverdict.com/2021/05/27/flash-review-zombie-detective/,B,2021
Shahz,https://thefangirlverdict.com/2021/12/12/patreon-year-end-awards-shahzs-year-in-dramas/,Patreon 2021 Year End Awards:,2021
Poll,https://thefangirlverdict.com/2021/12/28/2021-year-end-awards-the-poll/,Community 2021 Year End Awards:,2021
phl1rxd,https://thefangirlverdict.com/2022/12/19/patreon-year-end-awards-phl1rxds-year-in-dramas-2/,Patreon 2022 Year End Awards:,2022
Ele,https://thefangirlverdict.com/2023/12/15/patreon-year-end-awards-eles-year-in-dramas-2023/,Patreon 2023 Year End Awards:,2023
Sean,https://thefangirlverdict.com/2024/12/13/patreon-year-end-awards-seans-year-in-dramas-2024/,Patreon 2024 Year End Awards:,2024
Natalia,https://thefangirlverdict.com/2025/12/14/patreon-year-end-awards-natalias-year-in-dramas-2025/,Patreon 2025 Year End Awards:,2025
